id,title,link,author,publication_date,source,verdict,rating,price
317,Best all-purpose cleaners 2025,https://www.autoexpress.co.uk/product-group-tests/366610/best-all-purpose-cleaners-2025,,2025-04-26,Auto Express,"VP’s Cleanse-It wiped its way through all of our tests and is great value, so it takes the Best Buy trophy. The Armor All Multi-Purpose Cleaner is less of an investment and works almost as well as the winner. The third-placed Autoglym APC also proved great inside and out.",,12600
318,"Used Porsche Cayenne (Mk3, 2017-date) buyer’s guide: costly but rewarding",https://www.autoexpress.co.uk/porsche/cayenne/366662/used-porsche-cayenne-mk3-2017-date-buyers-guide-costly-rewarding,Richard Dredge,2025-04-27,Auto Express,"The Porsche Cayenne model range is bewildering, and there are no cheap options when it comes to buying or running one of these behemoths. But if you want the practicality of an SUV, the engagement of a sports car and the build quality of a Porsche, you’re unlikely to be disappointed as an owner. In various group tests we’ve pitted the Cayenne against its biggest (in every sense of the word) rivals, including the Range Rover Sport, Audi Q8 and SQ8, along with the BMW X5, and it’s beaten all of them. So it’s no wonder the Cayenne was Large Premium SUV of the Year in our 2024 New Car Awards.",,40650
319,New Volkswagen ID.3 Match 2025 review: attractive price boosts EV’s appeal,https://www.autoexpress.co.uk/volkswagen/id3/366671/new-volkswagen-id3-match-2025-review-attractive-price-boosts-evs-appeal,Alex Ingram,2025-04-28,Auto Express,"Volkswagen didn’t hit the ground running with the ID.3 when it was first launched, but gradual improvements throughout its life have now made it the car it should’ve been nearly five years ago. The latest entry-level powertrain is smooth, performs well and easy to live with every day, while in Match trim it offers all the kit that you really need. Most buyers should be able to live with the range just fine, and those who can’t can still buy a Volkswagen ID.3 with one of several larger battery options – as long as they’re willing to part with more cash.",4.0,3202
320,Suzuki Vitara review,https://www.autoexpress.co.uk/suzuki/vitara,"Dean Gibson, Max Adams",2025-04-28,Auto Express,"The Suzuki Vitara has been around for a decade now, and it’s really beginning to show its age when you compare it with rivals in the small to medium-sized SUV class. There’s not much wrong with its efficient Boosterjet engines or nimble handling, but the tech on board and general layout aren’t up to the standards of the class leaders these days, while cabin space is only really average. If you need efficient transport that will be a breeze to live with, then it’s worth checking out, although you’ll have to see if you can put up with the touchscreen infotainment and other cabin quirks.",3.0,27069
321,Skoda Enyaq Coupe review,https://www.autoexpress.co.uk/skoda/enyaq/enyaq-coupe,Alastair Crooks,2025-04-30,Auto Express,"The Skoda Enyaq Coupé as a standalone car remains very solid in a sea of excellent competition. Its slippery shape brings a slight improvement in efficiency over the standard SUV and the sporty design certainly gives it some extra kerb appeal, yet as a rational choice the cheaper, standard Enyaq is a no-brainer. We hope the incoming vRS will provide a bit more of a gap in terms of driving dynamics to bring some extra appeal to the Coupé.",4.0,39000
322,Ford Capri review,https://www.autoexpress.co.uk/ford/capri,Jordan Katsianis,2025-04-30,Auto Express,,4.0,41475
323,Best dash cams 2025,https://www.autoexpress.co.uk/product-group-tests/best-dash-cams,,2025-05-01,Auto Express,"The huge choice of dash cams available makes it tricky to narrow the choice down to one winner, but the Miofive S1 is our Best Buy because it offers high-quality footage and all the features we like, yet it is the cheapest camera in the test.",,10200
324,Renault Scenic Iconic Long Range long-term test: sensible SUV beats back the competition,https://www.autoexpress.co.uk/renault/scenic/364883/renault-scenic-iconic-long-range-long-term-test-eco-mode-shines-cold-weather,Steve Walker,2025-05-02,Auto Express,"The Renault Scenic definitely leaves us with a higher opinion of it than we had on its arrival. It’s a really well rounded family car with a lot more style about it than most. It’s probably best described as modern and functional; yes, there are alternatives that feel more luxurious and cosseting for occupants, but very few will prove more agreeable to live with overall.",4.5,15600
325,Best pressure washers for cleaning your car,https://www.autoexpress.co.uk/product-group-tests/96130/best-pressure-washers,,2025-05-02,Auto Express,"At the top, it’s closer than ever between the Hawksmoor and Titan, and we wouldn’t blame you for choosing the cheaper 1800PRW. But, we think the better snow foam bottle and extra power of the Hawksmoor are worth the additional £10, so it takes a narrow win. If you are prepared to spend more, the AVA’s design and quality mean it feels built to last.",,15600
1411,Lotus Emira coupe review,https://www.carbuyer.co.uk/lotus/emira,"Richard Ingram, Antony Ingram",2023-08-29,Carbuyer,,3.6,84900
326,Dacia Spring vs Leapmotor T03: which baby EV is the biggest bargain?,https://www.autoexpress.co.uk/car-group-tests/366720/dacia-spring-vs-leapmotor-t03-which-baby-ev-biggest-bargain,Alex Ingram,2025-05-03,Auto Express,"For a new brand to wade into the market and emerge victorious at the first time of asking is no mean feat, and for Leapmotor to overcome one of our perennial favourites in Dacia is even more significant. It’s a deserved win, though; the T03 is impressively refined and grown-up for such a small car, the interior packaging is excellent and the price is very competitive.",,15600
327,New Nissan Ariya Nismo 2025 review: hot SUV is a missed opportunity,https://www.autoexpress.co.uk/nissan/ariya/365617/new-nissan-ariya-nismo-2025-review-hot-suv-missed-opportunity,Tom Jervis,2025-05-04,Auto Express,"The Nissan Ariya Nismo feels a little bit like a missed opportunity; Nissan could’ve gone all-in when reviving its beloved sporting brand, however, the hot Ariya feels like little more than a new range-topping trim level that brings a bit more power, rather than a full-fat performance car. Many positives from the standard model remain such as its plush and palatial interior, but ultimately the Nismo falls short both in terms of driving range and fun, and is likely to be overshadowed by cheaper or more engaging competition.",3.0,5928
328,New MINI John Cooper Works 2025 review: retro hot hatch delivers pace and style,https://www.autoexpress.co.uk/mini/mini-cooper/new-mini-john-cooper-works-2025-review,Jordan Katsianis,2025-05-05,Auto Express,"The MINI John Cooper Works hits all the numbers, and feels good for them on the road with excellent straight-line performance, impressive brakes and a definite sporting character to the chassis. The new cabin and its impressive levels of tech also help. It’s even priced relatively sensibly. The problem is that there’s little feel or charisma to the driving experience. It’s all very good, it’s just not very joyful.",4.0,17900
329,Citroen Berlingo Van review,https://www.autoexpress.co.uk/citroen/berlingo-van,"Dean Gibson, Max Adams",2025-05-06,Auto Express,"The Citroen Berlingo is a fairly ubiquitous contender in the small van category. The name has been in use since 1996, while the current model has been around since 2018. It set a new benchmark for the small van sector when it was launched, and it’s still a competitive proposition today, with decent payload weights, reasonable space for a small van and low running costs, whether you choose a diesel model or an all-electric option. A facelift at the end of 2024 introduced more tech, but it didn’t come at the expense of the Berlingo’s all-round ability.",4.0,15600
330,"Used Renault Arkana (Mk1, 2021-2025) buyers guide: stylish but compromised",https://www.autoexpress.co.uk/renault/arkana/366707/used-renault-arkana-mk1-2021-2025-buyers-guide-stylish-compromised,Richard Dredge,2025-05-05,Auto Express,"The Renault Arkana is a stylish car made to a decent standard that also offers reasonable value, thanks to its strong equipment levels. But while you do get a lot of car for your money, we’d suggest that you check out some of the Renault’s rivals before taking the plunge. The hybrid powertrain can be disappointing, although if your journeys are largely in an urban environment or in stop-start traffic, it might be a decent choice because it’s frugal and easy to drive. Its tech is easy to get on with, too, plus Renault didn’t hold back when it came to fitting safety kit.",,16999
331,New Mercedes-AMG CLE 53 Cabriolet 2025 review: performance to match its looks,https://www.autoexpress.co.uk/mercedes/cle/new-mercedes-amg-cle-53-cabriolet-2025-review,Dean Gibson,2025-05-06,Auto Express,"While the latest C 63 has driven into a plug-in hybrid cul de sac, the Mercedes-AMG CLE 53 offers the kind of driving experience that AMG buyers will be familiar with. The hybrid tech makes up far less of the powertrain, so you can revel in the sound and power of the six-cylinder engine, especially in Cabriolet guise. Sharp looks and decent all-round performance complete the package, but at a hefty price.",4.0,17900
332,Dacia Spring review,https://www.autoexpress.co.uk/dacia/spring,Alex Ingram,2025-05-07,Auto Express,"On first impressions, the Dacia Spring makes a tempting case for itself, with its low price making it easier to overlook the flaws that often come with a car built down to a budget. However, delve a little deeper, and those shortcomings, chiefly the poor refinement and budget tyre choice, could make or break the Spring as a viable ownership proposition. We’d happily overlook past Euro NCAP safety ratings, because attempting to meet the safety organisation’s high standards would make the Spring prohibitively expensive, while great efficiency, ease of use and manoeuvrability mean it’s the perfect choice as a second car, especially if you’re doing plenty of urban journeys.",3.5,14985
333,New Firefly EV 2025 review: Nio city car has a small price and huge potential,https://www.autoexpress.co.uk/nio/366758/new-firefly-ev-2025-review-nio-city-car-has-small-price-and-huge-potential,,2025-05-08,Auto Express,"The Firefly EV looks chic and is smartly designed; a dwarf on the outside and a giant on the inside – but above all, it's a lot of fun to drive. Of course, it's nowhere near as ambitious as its bigger Nio-branded cousins, but it's also barely half the price. With Firefly, Nio could finally capture the imagination of hard-to-please Europeans.",,15600
334,Mazda CX-30 review,https://www.autoexpress.co.uk/mazda/cx-30,Dean Gibson,2025-05-08,Auto Express,"We’re big fans of the Mazda CX-30 because it’s one of the few small SUVs on the market that’s actually enjoyable to drive, with a sporty feel that is lacking from many of the alternatives options in the class.",4.0,26165
335,Audi S6 Avant e-tron vs BMW i5 M60 Touring: fast EV estates face-off,https://www.autoexpress.co.uk/car-group-tests/366779/audi-s6-avant-e-tron-vs-bmw-i5-m60-touring-fast-ev-estates-face,Alex Ingram,2025-05-10,Auto Express,"Trust Audi to save its best work for a rapid estate car. We’ve not been sold on all of the brand’s EVs so far, but this is the German company’s most convincing yet. Ride, handling, range and tech are all excellent, while it manages to combine all of this with a strong powertrain, which provides punchy performance, rapid charging speeds and is efficient enough to return a long range at a cruise. Add in the fact that the Audi is also better value for money than the i5 M60, and it’s enough to seal the win on this occasion.",,21420
